match_key,match_date,tourney_name,surface,round,winner_name,loser_name,score,winner_serve_ace_pct,winner_serve_df_pct,winner_serve_first_in_pct,winner_serve_first_won_pct,winner_serve_second_won_pct,winner_serve_bp_saved_num,winner_serve_bp_saved_den,winner_total_points_won_pct,winner_return_points_won_pct,winner_return_bp_converted_num,winner_return_bp_converted_den,minutes,loser_serve_ace_pct,loser_serve_df_pct,loser_serve_first_in_pct,loser_serve_first_won_pct,loser_serve_second_won_pct,loser_serve_bp_saved_num,loser_serve_bp_saved_den,loser_total_points_won_pct,loser_return_points_won_pct,loser_return_bp_converted_num,loser_return_bp_converted_den,source_url
js_d9f8839efd73256b,2026-01-19,Australian Open,Hard,R64,Alexander Bublik,Marton Fucsovics,7-5 6-4 7-5,13.333,4.444,70.0,76.19,51.852,0,2,53.11,41.176,5,13,133,5.042,5.042,59.664,61.972,54.167,8,13,46.89,31.111,2,2,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_49efb33732ba7e44,2026-01-19,Australian Open,Hard,R64,Alexander Zverev,Alexandre Muller,6-3 4-6 6-3 6-4,16.667,0.926,67.593,71.233,62.857,5,8,54.077,41.6,6,16,184,3.2,1.6,69.6,64.368,44.737,10,16,45.923,31.481,3,8,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_76b5bf3dfbb4735a,2026-01-19,Australian Open,Hard,R64,Andrey Rublev,Jaime Faria,6-4 6-3 4-6 7-5,4.8,2.4,68.8,75.581,56.41,10,12,53.878,37.5,5,9,170,8.333,4.167,61.667,68.919,52.174,4,9,46.122,30.4,2,12,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_3f121c9b9c7a5103,2026-01-19,Australian Open,Hard,R64,Ben Shelton,Dane Sweeny,6-3 6-2 6-2,29.688,3.125,67.188,88.372,71.429,0,0,61.806,45.0,5,12,102,0.0,6.25,70.0,60.714,41.667,7,12,38.194,17.188,0,0,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_57402a729ebf363f,2026-01-19,Australian Open,Hard,R64,Botic Van De Zandschulp,Juncheng Shang,7-6(6) 6-2 6-3,15.957,6.383,67.021,87.302,45.161,1,1,55.385,38.614,4,13,134,1.98,2.97,61.386,70.968,46.154,9,13,44.615,26.596,0,1,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_36d2274501bf9b3b,2026-01-19,Australian Open,Hard,R64,Cameron Norrie,Emilio Nava,6-1 7-6(3) 4-6 7-6(5),3.472,1.389,66.667,68.75,66.667,7,10,53.082,38.514,4,19,198,12.838,3.378,66.892,65.657,53.061,15,19,46.918,31.944,3,10,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_49638a697df85a72,2026-01-19,Australian Open,Hard,R64,Carlos Alcaraz,Yannick Hanfmann,7-6(4) 6-3 6-2,9.91,2.703,63.964,69.014,60.0,6,7,53.555,40.0,4,9,165,7.0,4.0,62.0,69.355,44.737,5,9,46.445,34.234,1,7,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_de328aecabb35194,2026-01-19,Australian Open,Hard,R64,Casper Ruud,Jaume Munar,6-3 7-5 6-4,5.155,3.093,57.732,80.357,58.537,2,2,53.763,34.831,3,10,147,5.618,4.494,48.315,69.767,60.87,7,10,46.237,28.866,0,2,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_5bf0a9081e729deb,2026-01-19,Australian Open,Hard,R64,Corentin Moutet,Michael Zheng,3-6 6-1 6-3 2-0 RET,13.158,6.579,60.526,71.739,53.333,4,7,56.25,48.81,7,7,122,3.571,1.19,72.619,59.016,30.435,0,7,43.75,35.526,3,7,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_da34264851b02070,2026-01-19,Australian Open,Hard,R64,Daniil Medvedev,Quentin Halys,6-7(9) 6-3 6-4 6-2,9.655,4.138,66.897,74.227,54.167,10,12,55.0,39.13,6,10,182,5.217,5.217,64.348,71.622,41.463,4,10,45.0,32.414,2,12,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_68f76268b0de5699,2026-01-19,Australian Open,Hard,R64,Eliot Spizzirri,Yibing Wu,6-2 6-4 6-7(4) 4-6 6-3,4.706,2.353,68.824,69.231,52.83,11,14,52.096,39.634,6,15,223,6.707,3.659,66.463,69.725,41.818,9,15,47.904,35.882,3,14,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_2b40da694a4adbed,2026-01-19,Australian Open,Hard,R64,Ethan Quinn,Hubert Hurkacz,6-4 7-6(5) 6-1,11.111,1.852,66.667,77.778,58.333,8,8,56.158,38.947,3,7,135,9.474,1.053,60.0,66.667,52.632,4,7,43.842,28.704,0,8,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_5911f38bd758abd9,2026-01-19,Australian Open,Hard,R64,Fabian Marozsan,Kamil Majchrzak,6-3 6-4 7-6(5),4.425,1.77,70.796,62.5,54.545,8,12,55.172,50.42,6,14,142,2.521,3.361,67.227,57.5,33.333,8,14,44.828,39.823,4,12,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_1c7c76b98325c6d9,2026-01-19,Australian Open,Hard,R64,Frances Tiafoe,Francisco Comesana,6-4 6-3 4-6 6-2,6.481,0.926,55.556,86.667,52.083,4,5,54.545,39.837,5,17,190,12.195,4.065,66.667,69.512,41.463,12,17,45.455,28.704,1,5,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_9f8f494fdd699756,2026-01-19,Australian Open,Hard,R64,Francisco Cerundolo,Damir Dzumhur,6-3 6-2 6-1,15.152,1.515,57.576,78.947,67.857,2,3,59.722,47.436,7,12,97,3.846,1.282,64.103,58.0,42.857,5,12,40.278,25.758,1,3,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_d2846d192855365d,2026-01-19,Australian Open,Hard,R64,Jakub Mensik,Rafael Jodar,6-2 6-4 6-4,10.0,2.222,61.111,80.0,42.857,4,6,55.429,44.706,6,11,118,3.529,1.176,61.176,61.538,45.455,5,11,44.571,34.444,2,6,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_ec33feb955b5ad0e,2026-01-19,Australian Open,Hard,R64,Jannik Sinner,James Duckworth,6-1 6-4 6-2,23.377,2.597,64.935,86.0,55.556,3,3,60.256,45.57,5,14,109,11.392,5.063,63.291,70.0,27.586,9,14,39.744,24.675,0,3,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_4c0d4e0c39c13192,2026-01-19,Australian Open,Hard,R64,Karen Khachanov,Nishesh Basavareddy,6-1 6-4 6-3,21.429,1.429,70.0,83.673,66.667,4,4,60.494,46.739,5,12,117,10.87,3.261,46.739,72.093,36.735,7,12,39.506,21.429,0,4,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_e62c2655ca9d8099,2026-01-19,Australian Open,Hard,R64,Learner Tien,Alexander Shevchenko,6-2 5-7 6-1 6-0,9.783,2.174,59.783,81.818,51.351,2,4,59.14,48.936,9,13,121,4.255,1.064,63.83,51.667,50.0,4,13,40.86,30.435,2,4,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_07721e76053e2539,2026-01-19,Australian Open,Hard,R64,Lorenzo Musetti,Lorenzo Sonego,6-3 6-3 6-4,1.149,2.299,66.667,68.966,58.621,4,6,55.665,48.276,6,23,171,4.31,5.172,66.379,61.039,33.333,17,23,44.335,34.483,2,6,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_ee788232f48bbbe4,2026-01-19,Australian Open,Hard,R64,Luciano Darderi,Sebastian Baez,6-3 1-6 6-4 6-3,9.615,0.962,58.654,63.934,53.488,5,10,51.196,42.857,6,14,148,3.81,2.857,68.571,59.722,51.515,8,14,48.804,40.385,5,10,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_ce8ebe6f0adae492,2026-01-19,Australian Open,Hard,R64,Marin Cilic,Denis Shapovalov,6-4 6-3 6-2,5.556,5.556,55.556,84.0,45.0,4,6,58.48,49.383,6,12,129,3.704,8.642,51.852,66.667,33.333,6,12,41.52,33.333,2,6,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_fb2e9eb6e3a6beba,2026-01-19,Australian Open,Hard,R64,Novak Djokovic,Francesco Maestrelli,6-3 6-2 6-2,6.41,5.128,64.103,86.0,39.286,4,5,59.649,51.613,6,16,135,10.753,4.301,59.14,54.545,39.474,10,16,40.351,30.769,1,5,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_cc7127a58c3a1c18,2026-01-19,Australian Open,Hard,R64,Nuno Borges,Jordan Thompson,6-7(9) 6-3 6-2 6-4,7.692,3.077,69.231,72.222,57.5,5,7,54.582,40.496,6,7,184,9.917,0.826,57.025,66.667,50.0,1,7,45.418,32.308,2,7,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_014f990404503fc8,2026-01-19,Australian Open,Hard,R64,Stan Wawrinka,Arthur Gea,4-6 6-3 3-6 7-5 7-6(3),6.25,1.705,61.932,67.89,61.194,10,14,51.734,37.647,4,13,273,7.647,4.118,58.824,73.0,47.143,9,13,48.266,34.659,4,14,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_970d7e6e00fe5002,2026-01-19,Australian Open,Hard,R64,Taylor Fritz,Vit Kopriva,6-1 6-4 7-6(4),17.045,1.136,77.273,79.412,65.0,2,3,58.046,39.535,4,7,118,3.488,2.326,55.814,62.5,57.895,3,7,41.954,23.864,1,3,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_187af99bbe839feb,2026-01-19,Australian Open,Hard,R64,Tomas Machac,Stefanos Tsitsipas,6-4 3-6 7-6(5) 7-6(5),4.317,4.317,67.626,69.149,66.667,7,10,50.368,31.579,3,3,188,18.045,6.015,56.391,81.333,51.724,0,3,49.632,31.655,3,10,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_b978d9ceebcaece1,2026-01-19,Australian Open,Hard,R64,Tomas Martin Etcheverry,Arthur Fery,7-6(4) 6-1 6-3,10.891,0.99,68.317,68.116,71.875,9,10,55.959,41.304,5,11,164,5.435,1.087,65.217,65.0,46.875,6,11,44.041,30.693,1,10,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_e6e81431563b12f8,2026-01-19,Australian Open,Hard,R64,Tommy Paul,Thiago Agustin Tirante,6-3 6-4 6-2,4.878,1.22,57.317,78.723,65.714,4,4,58.683,44.706,4,10,122,14.118,3.529,56.471,75.0,29.73,6,10,41.317,26.829,0,4,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_f1b1fb8c105a5e31,2026-01-19,Australian Open,Hard,R64,Valentin Vacherot,Rinky Hijikata,6-1 6-3 4-6 6-2,15.152,4.04,60.606,83.333,56.41,4,5,56.731,42.202,6,11,148,4.587,4.587,70.642,61.039,50.0,5,11,43.269,27.273,1,5,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_a96be742d765d6a7,2026-01-19,Australian Open,Hard,R32,Alex De Minaur,Frances Tiafoe,6-3 6-4 7-5,8.247,6.186,61.856,78.333,51.351,3,5,55.556,43.564,5,12,163,5.941,0.99,59.406,60.0,51.22,7,12,44.444,31.959,2,5,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_95c8eda6c4544d55,2026-01-19,Australian Open,Hard,R32,Alexander Bublik,Tomas Martin Etcheverry,7-6(4) 7-6(5) 6-4,20.192,1.923,64.423,89.552,62.162,3,3,53.241,28.571,1,4,157,8.929,0.893,66.071,75.676,63.158,3,4,46.759,20.192,0,3,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_4c2c0b7e3fed2a35,2026-01-19,Australian Open,Hard,R32,Alexander Zverev,Cameron Norrie,7-5 4-6 6-3 6-1,15.094,0.943,71.698,77.632,53.333,3,5,54.054,38.793,6,14,166,4.31,1.724,65.517,64.474,55.0,8,14,45.946,29.245,2,5,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_8f3d0604a478c0e7,2026-01-19,Australian Open,Hard,R32,Ben Shelton,Valentin Vacherot,6-4 6-4 7-6(5),15.625,1.042,64.583,80.645,64.706,1,1,53.476,30.769,2,4,137,13.187,4.396,69.231,79.365,46.429,2,4,46.524,25.0,0,1,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_afbf1e9d4227b912,2026-01-19,Australian Open,Hard,R32,Carlos Alcaraz,Corentin Moutet,6-2 6-4 6-1,4.167,1.389,70.833,72.549,52.381,2,4,58.788,52.688,8,13,125,0.0,5.376,61.29,52.632,38.889,5,13,41.212,33.333,2,4,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_32e72d52bf0b0e0a,2026-01-19,Australian Open,Hard,R32,Casper Ruud,Marin Cilic,6-4 6-4 3-6 7-5,20.325,3.252,70.732,78.161,41.667,8,10,50.407,33.333,4,7,184,14.634,4.878,52.846,78.462,53.448,3,7,49.593,32.52,2,10,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_6212c95d11b02ccc,2026-01-19,Australian Open,Hard,R32,Daniil Medvedev,Fabian Marozsan,6-7(5) 4-6 7-5 6-0 6-3,13.014,6.849,64.384,64.894,57.692,5,12,54.192,47.872,11,28,223,0.0,1.064,71.277,61.194,29.63,17,28,45.808,37.671,7,12,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_f7a236b0d9da458f,2026-01-19,Australian Open,Hard,R32,Francisco Cerundolo,Andrey Rublev,6-3 7-6(4) 6-3,8.081,2.02,61.616,80.328,60.526,2,3,55.0,33.333,3,6,128,6.173,6.173,53.086,88.372,42.105,3,6,45.0,27.273,1,3,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_84655242a0eff5bc,2026-01-19,Australian Open,Hard,R32,Jakub Mensik,Ethan Quinn,6-2 7-6(5) 7-6(5),9.804,7.843,50.0,74.51,56.863,3,6,53.365,41.509,5,10,149,8.491,6.604,50.943,72.222,44.231,5,10,46.635,34.314,3,6,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_72b5b45ed5029cc7,2026-01-19,Australian Open,Hard,R32,Jannik Sinner,Eliot Spizzirri,4-6 6-3 6-4 6-4,12.879,3.03,66.667,64.773,43.182,10,16,50.417,41.667,8,11,225,5.556,2.778,64.815,65.714,44.737,3,11,49.583,42.424,6,16,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_e4bdced8d5e69a20,2026-01-19,Australian Open,Hard,R32,Learner Tien,Nuno Borges,7-6(9) 6-4 6-2,8.0,5.0,67.0,73.134,54.545,4,6,53.571,39.583,5,8,124,8.333,2.083,82.292,64.557,41.176,3,8,46.429,33.0,2,6,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_ae194c86e994cbce,2026-01-19,Australian Open,Hard,R32,Lorenzo Musetti,Tomas Machac,5-7 6-4 6-2 5-7 6-2,6.536,3.268,56.209,73.256,49.254,10,15,53.143,45.685,8,26,267,1.523,1.523,63.959,61.111,42.254,18,26,46.857,37.255,5,15,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_7b4e6f3dcb9127cc,2026-01-19,Australian Open,Hard,R32,Luciano Darderi,Karen Khachanov,7-6(5) 3-6 6-3 6-4,13.6,3.2,59.2,78.378,54.902,2,4,51.136,35.252,3,8,203,10.072,2.878,63.309,70.455,54.902,5,8,48.864,31.2,2,4,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_762e4fa46d92cdce,2026-01-19,Australian Open,Hard,R32,Novak Djokovic,Botic Van De Zandschulp,6-3 6-4 7-6(4),11.458,6.25,63.542,77.049,60.0,5,7,56.0,42.308,4,9,164,14.423,3.846,59.615,67.742,42.857,5,9,44.0,29.167,2,7,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_32eccb20f384a4a3,2026-01-19,Australian Open,Hard,R32,Taylor Fritz,Stan Wawrinka,7-6(5) 2-6 6-4 6-4,25.0,0.833,70.0,84.524,50.0,5,7,50.855,26.316,2,7,166,13.158,2.632,60.526,85.507,55.556,5,7,49.145,25.833,2,7,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_fade2af4317834e7,2026-01-19,Australian Open,Hard,R32,Tommy Paul,Alejandro Davidovich Fokina,6-1 6-1 0-0 RET,9.375,0.0,62.5,95.0,75.0,0,0,67.47,54.902,5,8,59,5.882,7.843,60.784,45.161,45.0,3,8,32.53,12.5,0,0,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_0b7f3d82b31715b8,2026-01-19,Australian Open,Hard,R16,Alex De Minaur,Alexander Bublik,6-4 6-1 6-1,8.065,1.613,59.677,81.081,72.0,0,0,62.238,50.617,6,11,92,7.407,4.938,64.198,53.846,41.379,5,11,37.762,22.581,0,0,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_952bc2e838b138e5,2026-01-19,Australian Open,Hard,R16,Alexander Zverev,Francisco Cerundolo,6-2 6-4 6-4,9.333,2.667,77.333,79.31,58.824,1,2,56.805,42.553,5,8,132,0.0,0.0,64.894,65.574,42.424,3,8,43.195,25.333,1,2,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_fa02234cd7b28177,2026-01-19,Australian Open,Hard,R16,Ben Shelton,Casper Ruud,3-6 6-4 6-3 6-4,14.583,4.167,65.625,82.54,72.727,2,3,54.299,35.2,3,11,156,7.2,4.8,71.2,66.292,61.111,8,11,45.701,20.833,1,3,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_bb7118ff070c18f5,2026-01-19,Australian Open,Hard,R16,Carlos Alcaraz,Tommy Paul,7-6(6) 6-4 7-5,2.128,0.0,70.213,78.788,67.857,1,2,53.695,34.862,3,10,164,6.422,4.587,54.128,81.356,46.0,7,10,46.305,24.468,1,2,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_d24b55c89e3c072b,2026-01-19,Australian Open,Hard,R16,Jannik Sinner,Luciano Darderi,6-1 6-3 7-6(2),22.093,0.0,72.093,80.645,62.5,6,6,57.377,41.237,4,8,129,11.34,5.155,56.701,72.727,40.476,4,8,42.623,24.419,0,6,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_32a6fa728efe8195,2026-01-19,Australian Open,Hard,R16,Learner Tien,Daniil Medvedev,6-4 6-0 6-3,7.353,1.471,64.706,70.455,66.667,0,1,59.477,51.765,7,10,102,7.059,7.059,68.235,58.621,25.926,3,10,40.523,30.882,1,1,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_1e256e630b6f1df3,2026-01-19,Australian Open,Hard,R16,Lorenzo Musetti,Taylor Fritz,6-2 7-5 6-4,16.049,2.469,67.901,83.636,69.231,2,2,58.788,39.286,4,9,123,11.905,1.19,59.524,64.0,55.882,5,9,41.212,20.988,0,2,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_a66cf7e2bebc6248,2026-01-19,Australian Open,Hard,R16,Novak Djokovic,Jakub Mensik,W/O,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_544560db122b0446,2026-01-19,Australian Open,Hard,QF,Alexander Zverev,Learner Tien,6-3 6-7(5) 6-1 7-6(3),18.045,0.752,72.18,76.042,64.865,3,3,55.133,36.923,3,7,190,8.462,6.923,63.077,74.39,43.75,4,7,44.867,27.068,0,3,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_5c1fb5f0de9f1361,2026-01-19,Australian Open,Hard,QF,Carlos Alcaraz,Alex De Minaur,7-5 6-2 6-1,6.024,3.614,57.831,77.083,54.286,5,7,58.523,50.538,7,16,135,1.075,0.0,54.839,58.824,38.095,9,16,41.477,32.53,2,7,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_baea8b81be36ff10,2026-01-19,Australian Open,Hard,QF,Jannik Sinner,Ben Shelton,6-3 6-4 6-4,5.495,2.198,59.341,77.778,64.865,4,4,55.44,40.196,3,12,143,7.843,2.941,68.627,68.571,40.625,9,12,44.56,27.473,0,4,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_fdf43fea47600139,2026-01-19,Australian Open,Hard,QF,Novak Djokovic,Lorenzo Musetti,4-6 3-6 3-1 RET,4.706,1.176,63.529,61.111,38.71,6,11,48.322,42.188,3,6,128,6.25,4.688,60.938,64.103,48.0,3,6,51.678,47.059,5,11,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_a98fd3ed184e0516,2026-01-19,Australian Open,Hard,SF,Carlos Alcaraz,Alexander Zverev,6-4 7-6(5) 6-7(3) 6-7(4) 7-5,6.417,2.674,64.706,73.554,62.121,5,7,50.761,33.816,4,14,327,8.213,1.932,71.981,71.141,53.448,10,14,49.239,30.481,2,7,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_6483c330b3012cbf,2026-01-19,Australian Open,Hard,SF,Novak Djokovic,Jannik Sinner,3-6 6-3 4-6 6-4 6-4,7.547,1.887,70.44,71.429,51.064,16,18,47.945,27.068,3,8,249,19.549,1.504,75.188,80.0,51.515,5,8,52.055,34.591,2,18,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_b65ef26d4a00c947,2026-01-19,Australian Open,Hard,F,Carlos Alcaraz,Novak Djokovic,2-6 6-2 6-3 7-5,8.911,1.98,65.347,77.273,57.143,4,6,52.679,38.211,5,16,182,3.252,1.626,69.106,65.882,52.632,11,16,47.321,29.703,2,6,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_baae0e83a9143fce,2026-02-02,Montpellier,Hard,R32,Adrian Mannarino,Pedro Martinez,7-6(3) 6-1,21.538,1.538,67.692,81.818,61.905,2,2,57.5,36.364,2,3,96,1.818,1.818,58.182,71.875,52.174,1,3,42.5,24.615,0,2,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_e4f06fae91162418,2026-02-02,Montpellier,Hard,R32,Aleksandar Kovacevic,Moise Kouame,6-7(5) 6-2 6-2,14.286,2.198,54.945,82.0,56.098,1,1,53.571,33.766,4,8,114,12.987,5.195,61.039,76.596,50.0,4,8,46.429,29.67,0,1,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_647142e0d4dba797,2026-02-02,Montpellier,Hard,R32,Arthur Fils,Valentin Royer,7-6(7) 6-7(4) 6-2,12.963,4.63,61.111,83.333,50.0,0,1,51.196,30.693,3,8,152,13.861,1.98,67.327,73.529,60.606,5,8,48.804,29.63,1,1,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_3f85834380c06770,2026-02-02,Montpellier,Hard,R32,Arthur Gea,Giovanni Mpetshi Perricard,6-3 0-0 RET,8.696,8.696,47.826,90.909,83.333,0,0,62.791,35.0,1,1,39,5.0,5.0,85.0,70.588,33.333,0,1,37.209,13.043,0,0,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_ff21ffeee42c1528,2026-02-02,Montpellier,Hard,R32,Luca Nardi,Nikoloz Basilashvili,6-3 6-3,6.522,0.0,60.87,78.571,83.333,1,1,60.194,43.86,3,9,63,8.772,5.263,49.123,75.0,37.931,6,9,39.806,19.565,0,1,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_ab9985abbcd53aaa,2026-02-02,Montpellier,Hard,R32,Martin Damm,Hubert Hurkacz,7-6(5) 6-4,18.31,4.225,61.972,72.727,70.37,1,1,51.748,31.944,1,4,92,19.444,0.0,62.5,73.333,59.259,3,4,48.252,28.169,0,1,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_ed2c6fecd954d76e,2026-02-02,Montpellier,Hard,R32,Pablo Carreno Busta,Miomir Kecmanovic,4-6 6-3 7-6(4),6.863,1.961,67.647,72.464,39.394,3,6,48.677,33.333,3,7,127,17.241,4.598,58.621,88.235,36.111,4,7,51.323,38.235,3,6,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_bbf2ff7f3db72926,2026-02-02,Montpellier,Hard,R32,Roberto Bautista Agut,Christopher Oconnell,5-7 6-3 7-5,5.941,0.0,69.307,68.571,58.065,6,9,51.185,38.182,4,13,168,10.0,0.909,52.727,72.414,50.0,9,13,48.815,34.653,3,9,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_94e79cdf0ab669b1,2026-02-02,Montpellier,Hard,R32,Stan Wawrinka,Hamad Medjedovic,7-6(3) 6-4,6.579,5.263,38.158,82.759,55.319,4,5,51.064,33.846,2,6,98,15.385,0.0,56.923,70.27,60.714,4,6,48.936,34.211,1,5,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_3ef9c54a1cdb884a,2026-02-02,Montpellier,Hard,R32,Titouan Droguet,Jan Choinski,6-2 7-6(2),23.729,3.39,64.407,86.842,61.905,2,2,57.042,42.169,2,9,84,4.819,3.614,59.036,63.265,50.0,7,9,42.958,22.034,0,2,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_f5e462fa253bff3b,2026-02-02,Montpellier,Hard,R32,Ugo Blanchet,Andrea Vavassori,6-4 6-3,7.937,4.762,52.381,78.788,53.333,1,2,55.372,43.103,3,8,79,15.517,3.448,74.138,67.442,26.667,5,8,44.628,33.333,1,2,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_6a748279d67caba8,2026-02-02,Montpellier,Hard,R32,Ugo Humbert,Botic Van De Zandschulp,6-3 6-4,15.517,1.724,72.414,76.19,68.75,3,3,54.286,29.787,2,3,72,19.149,2.128,61.702,86.207,44.444,1,3,45.714,25.862,0,3,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
js_d9ab8faa3a1f947f,2026-02-02,Montpellier,Hard,R16,Adrian Mannarino,Ugo Humbert,6-7(4) 6-3 7-6(4),6.087,1.739,65.217,84.0,52.5,9,9,51.77,29.73,1,9,167,20.721,2.703,65.766,83.562,44.737,8,9,48.23,26.957,0,9,https://raw.githubusercontent.com/JeffSackmann/tennis_atp/master/atp_matches_2026.csv
